Brand,Processor_Speed,RAM_Size,Storage_Capacity,Screen_Size,Weight,Price
Asus,3.830295706209031,16,512,11.185147425848434,2.6410944247109853,4252969.543557696
Acer,2.912832958973022,4,1000,11.311371797110466,3.2600122222442147,7237597.243045895
Lenovo,3.2416270596922305,4,256,11.853022680223374,2.029060648222903,2551114.9438911173
Acer,3.80624845294324,16,512,12.280360087854138,4.573865272745172,4261712.950183107
Acer,3.2680965857834963,32,1000,14.990877165430431,4.193472033364752,7512778.050815178
HP,1.8813476072856528,16,256,11.94395768001097,4.84026810552111,2604181.1958272886
Lenovo,2.940720900417033,32,256,11.713246347062432,4.344846437589197,2781928.8370352634
Lenovo,3.01678761595714,4,256,15.588314848857674,2.9411195361561955,2535041.7462599864
Lenovo,2.560326678255965,4,512,15.026331703159489,2.743620076185271,4038156.809613626
Acer,3.341110589061807,32,512,13.611945328731418,4.093148922659879,4485384.87397497
Asus,3.835917536922537,4,1000,14.295858628880625,3.0923383250314984,7313197.602622637
Lenovo,3.813921282266941,32,512,12.871904121958512,3.6986450472578496,4492162.81228314
Acer,2.6270984285103305,8,512,13.895002521412165,2.018772413079411,4274156.563893285
HP,1.783095114601888,16,256,14.040035893896476,2.1856571050414257,2643716.3072062535
Asus,3.962102997405837,8,256,13.323423627068577,3.6061038235449536,2664591.8919239463
HP,3.5972452161148354,32,256,16.439433264032978,3.698214939344495,2918174.906378563
Asus,1.8116567030081672,16,256,11.096371189886035,4.254358833378031,2484017.6259971736
Acer,3.802104706543431,32,256,15.693027578547476,2.3958959588718853,2892162.0063385745
Dell,3.674740905155321,16,256,11.746296987447948,3.539549251270336,2623957.2440228323
Asus,2.79709514281518,16,256,15.785284163223196,2.5833429332950657,2614553.2243578816
HP,2.9781885893623232,16,1000,14.695471494060328,2.279588358688084,7312724.888059346
Acer,2.4975067596753258,16,1000,16.059668545618415,3.231487382181664,7325425.70469465
Asus,1.6369040970550783,32,1000,11.585085953845384,2.490009944267172,7480497.630550487
Dell,2.3379931041147524,16,1000,14.353883804598643,2.665345934576956,7344112.368539804
Dell,3.5071336214950284,16,256,14.006527281573184,2.9526637396085054,2685198.014753881
Lenovo,1.511580057511507,8,1000,15.237159097780152,2.7781652022295886,7241000.988232127
Lenovo,2.3337479292278607,4,256,14.205743311362054,2.26277389221784,2545636.135268502
HP,2.4954217339773583,4,1000,14.244407402798624,2.2697487345791068,7225457.967523987
Asus,2.843489007344808,8,512,13.577575661456388,2.5797482457025045,4113205.6837554825
Asus,3.799639041031901,8,1000,12.853006544044046,2.151677563878617,7266996.967171197
Lenovo,2.3658649859149032,32,1000,13.893586167513153,3.8793710590307815,7491678.481113607
Asus,2.367383004740569,32,256,11.710954152610404,2.8619801495267057,2827210.9564179867
Asus,3.343753120274371,32,1000,16.769080033898508,2.839237903307213,7490105.021972544
Dell,2.630544852224518,8,512,15.286464581759589,2.9959948827132954,4182517.94781256
Lenovo,2.061512057349955,8,256,16.71480270012708,3.988388822629165,2484453.8340533534
Acer,2.6310987903317336,16,256,12.36036429397978,4.611901644450471,2681623.241175512
Lenovo,1.8521425509494995,32,1000,16.276046121059167,4.277260797666916,7488345.718864547
Acer,1.9409674662655585,32,256,15.852739907381231,4.182587690675285,2736580.993533587
Dell,2.7459194318486992,32,256,15.06291447474604,3.453173556802548,2768326.5938745127
HP,2.5473136237613696,4,256,14.750175116511237,4.081416670902235,2536439.0712849693
Asus,3.78711475267025,16,256,12.89929799160722,3.658287104100749,2749095.0226699417
Dell,2.4059847477915826,32,256,15.898464709790185,2.648751584559587,2769997.527687917
Asus,2.951470875695109,32,256,14.009092768878403,2.625765103223152,2864123.23225359
HP,3.080660719798826,32,512,11.425349455347712,2.8891760206258503,4415132.964143529
HP,1.532736141470834,4,1000,12.87717896513078,4.73240801290944,7190095.165081316
Dell,3.1588434300417765,4,512,16.611782591271965,3.642244521139178,4196086.215686047
HP,1.9450899171743783,8,256,16.104081563629077,4.201716131005608,2548829.908555717
Acer,3.902675793673638,16,256,16.891434188459236,3.039676279449643,2637228.651875193
HP,1.8716568193827825,8,1000,14.767960295624588,3.2231473119956755,7251476.207605722
Asus,2.53656030931756,16,512,12.485060438842472,2.376696735911754,4273666.533070929
Asus,1.7133741701966096,4,1000,11.976890298061182,2.513884873465011,7181223.545800008
Asus,3.992185629614868,32,512,12.121486643650767,4.482069664478437,4483988.004707456
Asus,2.7554875258281064,8,256,11.118773950083526,3.754515895066646,2519435.793985543
Acer,2.988462543300109,32,1000,13.344092665915635,3.0125973976514566,7561718.597863184
Lenovo,1.6676911934710688,8,1000,12.148566082997256,4.408553626986638,7238530.913332
Dell,3.3749011759979446,4,256,13.469932762740214,2.739559716913949,2507198.734962428
Asus,2.0247639827389645,4,1000,16.60996659103259,4.928098095800611,7246653.331397938
HP,3.745135723601784,4,512,13.58324125704314,3.0344528232385093,4186103.078996741
Asus,2.012849101205018,8,512,16.267906981909007,3.0119328624536825,4166563.564595573
HP,1.9767193016591664,16,512,14.633028599695258,2.9357357166101155,4229508.9616539385
HP,1.5913741696202373,8,512,12.482789327968352,2.366334547772864,4125620.405094621
Asus,2.680167362774998,16,256,13.13512855555527,2.333411441996037,2706212.1710507013
Acer,2.912102833156541,8,1000,11.503517214928577,3.94431510360237,7294729.178930847
HP,1.664271598570881,8,512,13.000775561576065,4.625354133674141,4171886.998330737
HP,3.4388190417375264,4,256,15.065245673021204,4.37156153081502,2566075.8551718593
Asus,2.6332220868700693,32,1000,11.432666557576612,2.4233227820640533,7531868.761736475
HP,2.81097567331895,32,1000,12.232408450868176,3.636746365376199,7467758.777296049
HP,2.60190686734557,16,256,13.288646248479868,2.31677463792992,2670531.7810293958
Asus,2.501907652188315,32,256,16.892297222095777,2.135883930839232,2818895.9161272524
Asus,2.899100828270545,8,512,15.709170937753282,3.969157578154302,4107493.7123406534
Dell,1.8881006148267807,8,1000,15.400920478952624,3.605457001041051,7158796.362461616
Acer,1.9548203262381776,4,1000,11.697145739152676,2.2460710556344123,7145668.607825866
Acer,3.654464052533793,4,256,15.685975361689948,2.104817739217965,2592184.9368158053
HP,3.8652886553340817,32,1000,15.71161286909609,4.969269240228003,7531088.081059729
Acer,2.4332732906993826,16,512,14.60661617374597,2.090063996447216,4232929.22877641
HP,2.1768616828588847,32,1000,16.94217069199023,3.333584759150479,7528641.738310958
Dell,3.10999885809754,32,256,12.951523435547312,3.513857073823087,2808126.7415974806
Asus,2.5218354277452413,32,256,16.64763468945111,2.351840443401336,2880592.1928952974
Asus,1.5634658891508622,32,512,16.488386689739023,2.5071853353191487,4445186.899309516
Asus,1.890381493415476,8,512,11.068883958496269,3.0554150192310576,4134987.979272744
Acer,3.289930572118494,16,1000,13.700699158848868,4.285027628640988,7391366.843445647
Dell,3.1473098547753784,8,1000,16.86262539830944,3.5212472721808004,7310539.520384854
Acer,1.5677399812587087,16,256,11.618728174448457,3.9137056236588847,2581907.0141455717
Acer,2.054930404832373,4,512,14.286708166299915,4.9555236652720245,4144693.307449178
Dell,2.0776869914701788,32,512,16.873745042246625,4.304016305939629,4458068.034903113
Dell,3.179731858996821,8,512,14.332972544635162,3.3030844944236533,4161408.465633848
Dell,1.5492763443859103,16,1000,12.138891817832937,3.3393257653896464,7288489.410801259
Dell,1.760271454961435,4,512,14.493099380555538,3.856316231123015,4105289.314969554
Asus,3.499790213432973,4,256,12.22664344369728,3.996095625256713,2585435.308247604
Lenovo,1.946361655135834,32,256,14.118225577366903,3.502132777510014,2768847.2073890027
Lenovo,3.131865269629687,16,1000,11.444253307474089,3.93458366844494,7319235.645535494
Dell,2.095456952616816,8,1000,14.632896015286429,2.070597483242296,7241217.086292369
Lenovo,1.748603481898363,32,512,14.10073963476895,3.2888685916905325,4441974.91603986
Lenovo,2.107930477498635,8,1000,15.440968212568778,2.8368142282204305,7186053.997821251
Dell,3.305667329639148,4,256,14.784202826952711,2.387523335729332,2512676.022272854
Lenovo,3.6392411702657146,8,512,14.29763761118454,2.2986395384263254,4200809.857952675
Acer,3.575549661417479,8,256,15.138673095488729,3.809576496844002,2593167.165109789
HP,2.492958824046137,32,512,11.863651481433385,3.570801641457835,4339478.445682522
HP,3.170212841426616,8,1000,14.572157967551624,2.760752350989108,7340478.624916993
Dell,2.0124607385395525,32,512,12.032663616936668,3.4128501763175434,4389020.676002866
Asus,2.2328693256525334,4,512,16.553133247111283,3.476696945547225,4116838.217714066
Dell,3.7408395463027992,32,256,11.410004629073626,2.5850269413158475,2921559.5004075505
Asus,1.53250480877684,32,256,13.58224849814476,3.956279185644952,2797049.7861661813
HP,1.71377132713617,16,512,15.174784865932669,4.342758069158272,4202704.981383402
Dell,2.019715637865068,8,1000,13.748133270009554,4.374390622668557,7229297.525719711
Acer,1.5663305096845492,4,1000,11.552571519397414,3.807409492110365,7151558.162294977
Lenovo,1.9535885877244927,32,256,14.320274096760244,3.5349157475570423,2849403.284811981
Asus,2.95760390242423,4,1000,14.849791452964126,2.1830214290161845,7221972.326532623
Lenovo,2.5535613764812446,16,256,15.222753865943046,2.8634938965548176,2590405.306108363
Lenovo,3.731679277692437,8,1000,13.239558886776551,2.27981434033451,7217705.654387019
Dell,3.5436089043461023,32,512,14.381959826172572,4.89146948263542,4527520.495930007
Lenovo,2.35454337924469,8,256,13.704118849633478,2.405240438677282,2520075.298869485
Acer,2.1485585835782315,16,256,15.03233623251352,2.455326229553306,2662167.9771413803
Lenovo,2.449231020418168,16,512,14.501341803948913,4.668729854991477,4255583.069828698
Dell,2.975737356287019,4,256,14.154537317354809,4.831784850429374,2516583.776420156
Acer,2.17015910205719,32,1000,12.497146201029492,4.29748711770473,7464696.381869414
HP,3.060372269622836,4,1000,11.012111106489405,2.0162147710180096,7284054.321976519
Lenovo,2.523529130478101,16,256,12.044490051868577,2.004038812869691,2577347.936187891
Dell,2.8801179521299507,8,1000,11.702396248545012,3.1343023093623525,7236301.863691936
HP,2.590316322838292,4,256,13.69450847006568,2.4301861100326776,2559082.5922511304
HP,2.236164398854794,4,512,14.673548904571067,2.055158426454792,4069939.887100802
Asus,3.871133267405392,8,256,12.27851005210885,3.392200068213514,2664159.597233294
Acer,3.409014485399402,4,512,16.634342575803124,4.829185692220914,4212976.045313137
Lenovo,1.8502829394161315,8,1000,11.040092775343329,2.9714587247072943,7218255.628565593
Dell,3.671169939744782,32,512,15.633806090992056,3.9834220352860896,4456953.346797826
Asus,2.718577995623784,8,1000,14.751228617182656,3.956706059397322,7197540.574765906
Acer,3.7363805672352286,32,256,13.241328806286091,2.753240310995503,2890255.6877108216
Asus,3.499638139868288,8,1000,11.302933666474448,3.951275746471593,7390602.531454394
Acer,2.563033761173084,16,256,14.764919430705676,2.637001922860674,2656049.8620487335
Acer,1.5561732708002936,16,256,13.313681077193888,2.366022240730667,2525414.183941552
Lenovo,2.171693398462365,32,512,16.617602836479314,4.10414985667907,4438202.032534929
Acer,2.854085536652168,32,512,14.251940449338596,2.34032245131175,4477546.110077708
Asus,3.083695549565368,16,512,16.63790906776105,4.990727655768066,4248964.1009495985
Acer,2.1447192135830058,32,512,12.322902160839824,2.550357203450688,4375967.1450230125
Lenovo,1.8483901851820603,8,1000,15.35435546218462,3.7824255882693727,7191787.701376113
Lenovo,3.587325591998248,8,1000,14.703494125092355,3.234123714237768,7272313.407981141
Asus,3.96100545175888,16,1000,15.43644937898787,2.379159267217001,7391968.231104789
HP,2.8142254557567146,4,256,12.28800718383522,2.08353172273224,2489073.8361394247
HP,1.9291982146207587,8,1000,14.989967097426645,3.8681968468785,7172955.788308024
Acer,2.1807683162984226,32,1000,13.988242358341214,4.420272691367378,7489384.080736045
Dell,1.5459766913686668,4,1000,15.456949849437898,4.526046984520232,7159673.706063355
Acer,3.785747016401248,4,512,12.962267864910906,3.4481404192308034,4160479.650496188
Asus,1.7943777072253528,8,1000,16.340342152791514,4.332366401547157,7227389.299404244
Asus,2.941291188785634,8,256,11.505807887668102,4.018541400465635,2501372.30648277
Asus,2.185138051718015,4,512,15.843135912747128,4.172763582497399,4133208.688248314
Asus,2.8854450062894834,4,256,16.167917754890546,3.477797015665442,2524131.666689639
Asus,3.128550970879661,16,1000,15.903513868200928,3.9002352207263815,7373061.962720603
Lenovo,3.574354509268004,32,512,14.076358365570655,4.4165777407281706,4483354.043696722
HP,2.016053179401508,16,256,13.630309880184567,3.193652526671069,2668523.218413649
Asus,1.5274895716462011,8,1000,16.977573719149262,4.417936702602751,7219506.790067636
Dell,1.8422140751720184,16,256,12.375031707284972,3.776050528367189,2652020.609080532
Dell,3.750046604620264,16,256,14.281255795256268,2.497703073112359,2684517.7033531284
Dell,3.684725193906288,16,256,15.024053152293954,2.074052471673754,2687788.5156318787
Dell,2.993532755425771,16,1000,15.205205815168592,3.088260801197456,7352285.909210481
Lenovo,3.001292151084133,32,1000,12.224147994431473,3.64008898488902,7543264.750882363
Dell,3.162591686365639,32,256,14.923964554038808,4.519461056610465,2866318.9149704003
Asus,1.938428196558624,4,512,15.910217398888024,2.3824570404207384,4121506.7565001035
Acer,3.7860298648124,8,512,11.300111460926674,4.400619043050737,4160267.5381202167
Dell,2.546926312230183,16,1000,16.4691277599519,4.589027138201681,7365252.770097427
Lenovo,2.4578463206237435,4,1000,11.177024330871236,2.452062461002501,7155844.721826867
Lenovo,2.797294263207094,4,1000,13.135826194930369,4.554782957912657,7171624.094322202
Dell,1.6174149169376375,4,1000,11.094879177397772,4.974360703528376,7103267.387801658
Acer,1.9157084218901983,32,1000,11.46287101123749,4.1805164931447125,7457331.641477296
Dell,3.345084041065926,16,512,16.467009711080475,4.354309045474964,4350003.342051579
Lenovo,1.706996669812816,16,1000,13.129164984476889,4.98324580267662,7248826.394017351
HP,3.0078802736659704,8,256,13.548629182550318,3.816443751577836,2647520.8722156803
Asus,2.1133727742033024,16,256,12.292066288295317,2.923659146048748,2658260.6800637264
Lenovo,2.4732390351049416,16,512,14.58257462112032,4.512592502228167,4192733.121971908
Dell,2.2217343419267497,4,256,14.568819288066738,3.8434573325348937,2490154.065320991
Asus,2.3891817911623727,8,512,13.233202350951316,3.7435862711628696,4118973.0427197595
Dell,3.2976147629606136,16,512,12.99820923083239,2.7609066665421147,4313822.524039005
Dell,2.2428042890579376,32,256,16.309785849083525,4.26900280874866,2766031.114206055
HP,2.9160116007422427,16,1000,13.29970543785321,2.245001827580289,7278529.72819588
Asus,2.690126005497749,4,256,13.961005952926447,4.772861212383983,2507718.026064233
Asus,3.15917791340662,32,256,12.699828574549583,2.9774703823114543,2882686.6156685757
HP,3.842074348311895,4,512,15.720617020142765,2.3833239583699712,4186903.0523997345
Lenovo,3.331430243025625,16,256,13.38468894139455,3.3270995993072563,2691683.496863369
Dell,2.037350946476892,32,512,14.081666279265947,2.1274097277696,4425207.8837936055
Acer,1.5779578376532115,8,1000,12.520143020357969,4.053878582794899,7135830.109947945
Dell,2.1556601107495625,8,1000,16.92595755404751,4.708116531336069,7202965.98832218
Dell,2.987694826750637,32,1000,12.748974445542338,4.511789021415527,7510825.614312131
Lenovo,1.6285645337106258,32,256,15.624455185433307,2.382108420343643,2759411.085198418
Dell,2.7409156180030907,4,512,13.564973902140554,2.378813411323196,4211282.929297897
HP,2.992107122292224,32,1000,12.23730443050484,4.440303446972792,7457150.999912352
HP,2.335609727042402,4,512,15.798312583789167,4.772762823809348,4088836.795121916
Asus,3.427280509364554,16,512,13.00164073417426,3.382009489500468,4302253.311447041
Acer,1.7664956328344297,4,1000,16.191160084386865,3.496913350741298,7155480.650710016
Dell,1.687844454339522,32,1000,16.49154310950694,2.954786124157178,7353491.92812555
Dell,3.3204718905090083,32,512,16.158943012347656,4.682795354769242,4545350.121443602
Lenovo,2.738728290515496,16,1000,11.210047488840834,3.934708715877068,7281725.073129929
HP,3.2210059910693403,32,512,15.724240070030634,2.8647547315021056,4485465.569335522
Acer,2.5870683465093656,32,512,13.468036798994865,2.896348613162755,4373097.863830116
Asus,2.1160050830977672,8,1000,16.24233752109335,4.673600219190807,7200028.004520914
HP,3.547755794185499,8,256,14.827725576108431,2.0409020717174644,2540633.110312228
Asus,3.498539697422448,16,1000,16.00185880486375,2.968179718179915,7349783.174052944
Lenovo,3.236741177136067,4,256,13.996590619201012,3.6630700436491073,2519776.526615857
Lenovo,2.1803628430749065,8,512,14.210153027593597,2.4446523862979737,4155156.353665328
Dell,2.9755766671727177,4,512,11.866325792802003,2.2762962625987693,4126984.6748197544
Acer,2.402434742350067,32,256,15.703924152136132,4.44582899327168,2750778.666999323
Asus,1.7289551833165857,8,512,13.51633767000183,4.683213165945522,4112146.195474374
HP,3.793283938655607,16,256,14.000480709629496,4.470819262394569,2755305.671957492
Lenovo,1.8420465772974035,16,256,15.710586284574246,4.696363669212043,2675080.457843654
Dell,3.875593384552006,16,512,14.593072400476634,3.659335913175114,4334120.076029936
Dell,2.615014432394889,8,256,12.206592364656004,4.4367743629710255,2581431.236292989
Asus,1.962832322096549,4,1000,14.541395954905356,3.1521279151733013,7270447.909564479
Lenovo,2.8547523684458955,32,1000,13.445797147877936,3.9988035844371153,7532966.861671213
Acer,3.6823645896910207,4,512,13.817153252263177,4.966506594167493,4201917.666721354
Lenovo,3.3305622160239032,4,512,11.169867646416009,2.6771831715173824,4088062.485430996
Asus,3.5164028696536245,32,256,12.26017609709769,3.1696992388732417,2799594.8081596275
Asus,3.146958416776793,32,256,12.686228488286169,3.4401421319302568,2830657.1213643234
Lenovo,3.2306914112946314,8,256,15.277760047152835,2.414046461060156,2562673.5604510717
Asus,3.6229891289132974,8,256,11.068954839788692,2.2431158313951705,2553830.488440568
Lenovo,2.1241700221479647,8,1000,13.452663567374792,4.4891685989648735,7188225.793829608
HP,2.723562409107851,8,1000,16.544161222554397,4.930383118482759,7202731.326796837
Lenovo,2.0530236045490056,8,512,11.671283699294744,3.214175191488976,4109858.466610523
Lenovo,3.969170019991617,32,256,14.098546329311668,2.26294950858396,2889223.134756788
Asus,3.860148349216533,4,256,15.719134294345082,2.1974352820717296,2658777.58552335
Asus,1.5985670284212647,8,512,16.6551878451207,4.673954619080896,4175349.551117102
Dell,3.263937931289221,8,256,15.480659837202309,3.39144274918304,2623500.6650287686
Dell,3.8131207935391647,4,256,15.323393291866438,2.960081949687176,2509904.750915408
HP,1.9514383628183336,8,256,15.958928541174576,3.4293838137181987,2548596.6667134203
Dell,2.9198630763815734,4,256,13.67720732586526,2.954912284077042,2530860.888241618
Lenovo,3.7887207439701047,4,256,15.835067195706998,3.46710732592286,2590363.754156225
Asus,1.584864946464497,32,512,11.047786428472708,4.578669190753811,4354800.951732459
Dell,3.2435506681171,16,256,16.54736633226083,3.776904113186287,2753403.791141338
Dell,2.243372518431377,32,512,13.659839057103053,4.083961318430526,4411833.222729756
HP,3.810990488441326,16,256,14.320281127194486,3.09401202870301,2705818.736895825
HP,3.92764561291342,16,1000,12.529293493489297,4.2155176355315565,7299309.071936835
Lenovo,3.8606662227835846,16,1000,15.45518499704253,3.999851254638117,7387179.692068087
Asus,2.6855355416436595,8,1000,11.459814838851493,2.358685993256169,7293239.367187659
HP,3.655106627473284,32,1000,16.23581481528101,3.717928559346754,7578231.426145353
Dell,3.611373496337676,16,512,15.968700974038056,2.770230488929274,4220993.927441181
Asus,2.297751183108139,4,512,12.296360697468598,4.412287008900778,4092598.1088290773
